,decision_ID,date,holder_ID,LOC,euipo_ind_holder,euipo_ind_TM_opp,euipo_ind_TM_app,boip_ind_holder,boip_ind_TM_opp,boip_ind_TM_app
461,2582503,13-02-2017,,+,Err,Err,Err,Err,Err,Err
462,3109927,14-06-2021,188307,+ -,,4,1,,,1
463,2477142,25-01-2019,674042,+,,2,1,,,1
464,2682840,19-05-2017,252540,+ -,,,1,,,1
465,3093775,20-11-2020,31404,-,Err,Err,Err,Err,Err,Err
466,3090144,07-09-2020,838936,-,,,1,Err,,1
467,3010991,20-11-2018,22564,+,1,1,,,,1
468,3107174,17-11-2021,814529,+,2,2,1,,,1
469,2947086,20-12-2018,425986,-,Err,Err,Err,Err,Err,Err
470,3137922,01-12-2021,399558,+ -,,,1,Err,,
471,2607391,18-11-2016,272523,+ -,2,2,1,4,44,1
472,2942335,30-05-2019,619281,-,2,2,1,,,1
473,3124290,17-12-2021,797212,-,493,,1,,,1
474,2945288,19-09-2018,78202,+,2,2,1,,,
475,2746371,14-07-2017,776597,+,Err,Err,Err,Err,Err,Err
476,2855552,08-04-2022,178107,+ -,Err,Err,Err,Err,Err,Err
477,3086770,24-08-2020,235070,+,Err,Err,Err,Err,Err,Err
478,3139316,16-12-2021,603270,+,2,2,1,Err,Err,Err
479,2836305,29-05-2020,394180,+,2,2,1,,,
480,3124071,24-09-2021,195576,-,2,2,1,,,1
481,3058617,16-03-2021,708479,+,780,,1,,,1
482,2997933,13-09-2018,814529,+,2,2,1,,,1
483,2566852,28-11-2016,190076,+,Err,Err,Err,Err,Err,Err
484,2431933,29-04-2016,663878,-,Err,Err,Err,Err,Err,Err
485,2520529,22-06-2016,145950,+,Err,Err,Err,Err,Err,Err
486,2671959,07-09-2017,208605,+,589,,1,,,1
487,2515354,20-06-2016,387312,+,2,2,1,,,
488,2997677,27-09-2018,411762,+,2,2,1,,,1
489,2627613,22-02-2017,377779,+,Err,Err,Err,Err,Err,Err
490,2578410,13-06-2016,40306,+ -,870,,1,,,1
491,3100019,23-02-2021,621235,+ -,Err,Err,Err,Err,Err,Err
492,2767880,08-02-2019,234592,+ -,9,,,30,,1
493,2473836,11-04-2016,207401,+,,,1,Err,,
494,3028183,29-11-2018,454260,+,2,2,1,,,1
495,3119715,23-11-2021,1180911,+,,,1,Err,,1
496,3061441,31-10-2019,727114,+ -,Err,Err,Err,Err,Err,Err
497,3139972,03-02-2022,913545,+ -,,,1,Err,,
498,3058580,27-04-2021,194734,+,2,2,1,,,1
499,1893224,27-07-2016,175222,-,Err,Err,Err,Err,Err,Err
500,2712373,10-11-2017,765354,-,Err,Err,Err,Err,Err,Err
501,2809518,26-04-2018,840637,+ -,Err,Err,Err,Err,Err,Err
502,3071837,23-10-2019,879926,+ -,,,1,,,1
503,2806589,20-12-2017,649240,-,Err,Err,Err,Err,Err,Err
504,2879206,19-02-2018,62940,+,Err,Err,Err,Err,Err,Err
505,2599903,25-05-2017,174156,+ -,Err,Err,Err,Err,Err,Err
506,2707688,19-10-2018,106174,-,2,2,1,,,1
507,2853516,29-10-2018,814088,+,,1,,Err,,
508,2861972,07-05-2018,99547,+ -,13,,,,,1
509,2769365,08-11-2017,782456,+,Err,Err,Err,Err,Err,Err
510,3124984,31-08-2021,44757,+,,,1,,,1
511,3136339,05-10-2021,852361,+,2,2,1,,,
512,2760554,30-06-2017,527245,+ -,2,,1,,,
513,3031237,05-03-2019,417430,+,2,,1,,,
514,2738790,10-07-2017,302891,+ -,2,2,1,,,
515,3103269,17-09-2021,1246899,+ -,Err,Err,Err,Err,Err,Err
516,3063740,20-11-2020,764375,+,Err,Err,Err,Err,Err,Err
517,2694613,31-05-2017,657656,+,2,2,1,,,1
518,3042598,30-10-2019,350024,-,Err,Err,Err,Err,Err,Err
519,3112315,19-01-2021,1069039,-,,,1,Err,,1
520,3064157,14-11-2019,850479,-,2,2,1,,,1
521,2935628,30-10-2018,27294,+,2,2,1,,,1
522,2604877,14-12-2016,159667,+ -,2,2,1,,,1
523,3111232,23-06-2021,69244,+ -,962,,1,,,
524,3062300,27-06-2019,219353,-,,,12,,,
525,2725995,01-12-2017,770824,+,Err,Err,Err,Err,Err,Err
526,3083308,18-06-2020,17214,+,Err,Err,Err,Err,Err,Err
527,3048109,26-06-2019,710839,-,Err,Err,Err,Err,Err,Err
528,2488230,10-11-2016,47966,+ -,1,1,,,,1
529,2528092,19-07-2017,511774,-,3,3,1,,,1
530,2819186,28-09-2018,735211,+,2,3,1,,,
531,2955675,31-07-2018,663002,+ -,2,2,1,,,1
532,2780784,10-05-2018,336953,-,3,1,,,1,
533,3124088,29-06-2021,279636,+,2,2,1,,,1
534,3055630,27-06-2019,814529,+,2,2,1,Err,Err,Err
535,3068972,13-09-2021,660067,+ -,2,3,1,,,1
536,2942988,05-07-2018,235687,+ -,2,2,1,,,1
537,3071208,22-10-2019,111233,+ -,2,2,1,,,
538,3138507,10-03-2022,1113695,+,2,2,1,,,1
539,2847658,02-03-2018,660020,+ -,Err,Err,Err,Err,Err,Err
540,3104614,24-02-2021,536,-,Err,Err,Err,Err,Err,Err
541,3101477,22-01-2021,329470,-,Err,Err,Err,Err,Err,Err
542,3058578,18-10-2019,939004,-,,,1,Err,,1
543,3083446,21-04-2020,80504,+,2,2,1,Err,,
544,2682030,01-06-2017,110,-,,,,,,
545,3074378,16-10-2020,444444,+ -,1,1,,,,1
546,2696618,19-07-2017,642895,+ -,2,2,1,,,1
547,2636333,26-04-2017,,+,Err,Err,Err,Err,Err,Err
548,3110973,15-09-2021,623527,+,Err,Err,Err,Err,Err,Err
549,2493594,19-04-2016,487436,+,Err,Err,Err,Err,Err,Err
550,3123062,30-07-2021,183356,+,2,2,1,,,1
551,3123135,27-04-2022,1159628,+ -,1,1,,,,1
552,3129839,29-09-2021,1094089,+,2,2,1,,,
553,2420928,24-10-2016,80393,+ -,,,1,,,1
554,2915711,11-09-2018,38162,+ -,,,1,,,1
555,2940776,29-08-2018,162361,+,94,,,,,2
556,3016774,16-05-2019,545350,-,,,1,Err,,1
557,2333790,25-01-2017,35737,+,,,1,Err,,1
558,3122727,24-01-2022,26151,+,2,2,1,,,1
559,2527813,20-12-2017,167825,+,Err,Err,Err,Err,Err,Err
560,3117222,19-03-2021,72560,+,2,2,1,,,
561,3085407,17-07-2020,111844,-,Err,Err,Err,Err,Err,Err
562,2740697,08-06-2017,562197,+,Err,Err,Err,Err,Err,Err
563,3008755,19-12-2018,124053,+,2,2,1,,,1
564,3089146,09-12-2020,620699,+,2,,1,,,1
565,2704800,07-04-2017,790806,+,134,,1,,,1
566,3080877,23-03-2020,47,-,2,2,1,,,1
567,3009472,14-05-2020,315432,+ -,Err,Err,Err,Err,Err,Err
568,2489105,26-04-2017,179358,+,Err,Err,Err,Err,Err,Err
569,2334533,24-03-2017,490495,+ -,Err,Err,Err,Err,Err,Err
570,2771890,06-12-2017,625294,-,Err,Err,Err,Err,Err,Err
571,3068508,20-03-2020,654539,+,,,1,Err,,1
572,3096462,09-10-2020,738949,+,2,2,1,,,1
573,3065534,25-06-2019,80504,+,2,3,1,Err,,
574,3126995,05-05-2022,879099,+ -,,,1,Err,,1
575,2939240,11-09-2018,614852,+,,,1,Err,,1
576,3049074,06-06-2019,41043,+,,,1,Err,,1
577,3047272,17-04-2019,865192,+,,,1,Err,Err,Err
578,3049997,23-07-2021,203996,+ -,2,4,1,,,
579,2552209,23-05-2016,637480,+ -,,,,40,,1
580,3114337,30-04-2021,184348,+,2,2,1,,,1
581,2426313,18-03-2019,598,+,2,2,1,,,2
582,3142459,29-04-2022,623527,+,2,2,1,,,
583,2776279,04-06-2018,232537,+,1,1,,,,1
584,1738619,19-12-2017,340324,+,Err,Err,Err,Err,Err,Err
585,3134442,25-05-2022,1006597,-,,,,,,2
586,3074219,19-11-2020,979665,+,,,1,Err,,1
587,2970856,29-11-2018,728716,-,191,,1,Err,Err,Err
588,2980236,28-11-2018,41004,+,,,,Err,,1
589,3049940,12-03-2019,700461,+,2,2,1,,,1
590,2685009,30-05-2017,754849,+ -,,,1,Err,,1
591,3132592,18-11-2021,440414,-,2,2,1,,14,1
592,2930611,28-03-2019,195672,+,Err,Err,Err,Err,Err,Err
593,3126011,22-07-2021,1105349,+,Err,Err,Err,Err,Err,Err
594,2713793,24-07-2017,64256,-,Err,Err,Err,Err,Err,Err
595,3136610,12-04-2022,727578,+,3,3,1,,,1
596,2587833,05-09-2016,631109,+,2,2,1,9,9,
597,3124467,06-07-2021,1097568,-,,,1,Err,,1
598,2511452,20-12-2016,461098,+,Err,Err,Err,Err,Err,Err
599,3109235,11-10-2021,1183630,+ -,2,2,1,,,1
600,2935289,20-05-2019,649587,+,2,2,1,,,1
601,2653486,27-07-2017,741187,+,,,1,Err,,1
602,2628587,30-01-2017,550336,+,,,1,,,
603,3143467,21-03-2022,136100,+,,,1,,,
604,3094096,13-10-2020,780062,+,2,2,1,,,
605,3068959,11-09-2019,591427,+ -,2,2,1,,,1
606,2911405,04-06-2018,772310,+,2,2,1,,,1
607,3113195,04-12-2020,784640,+ -,2,2,1,,,1
608,3081283,05-03-2020,935401,-,2,2,1,,,1
609,3118241,29-06-2021,959462,+,Err,Err,Err,Err,Err,Err
610,2834029,02-03-2018,186728,+,Err,Err,Err,Err,Err,Err
611,2664475,27-04-2018,397134,+,Err,Err,Err,Err,Err,Err
612,2586199,22-11-2016,718722,+ -,,2,1,Err,,1
613,3094505,10-07-2020,763401,+ -,2,,1,,,
614,3049061,12-04-2019,916440,+,,,1,Err,,1
615,2592213,10-07-2017,434572,+ -,2,2,1,,,1
616,3145829,04-05-2022,373918,-,2,2,1,,,1
617,3064579,22-07-2019,562373,+,,2,1,39,39,1
618,3087976,29-06-2020,874681,+,2,2,1,42,42,
619,2912718,24-10-2018,296502,+ -,175,,1,,,1
620,2675596,02-05-2017,749887,+ -,,,1,Err,,1
621,3106972,23-11-2020,785581,+ -,,,1,,,1
622,3088108,24-04-2020,7308,+,2,4,1,,35,
623,2868415,29-03-2018,820013,+,Err,Err,Err,Err,Err,Err
624,2948464,05-02-2019,807060,-,,,,,,1
625,3103510,22-01-2021,300395,+,2,2,1,,,1
626,3052455,22-05-2019,342711,+,,,1,Err,,
627,3061579,27-06-2019,7597,-,3,3,5,,,1
628,3117252,30-06-2021,431937,-,253,,1,,22,1
629,3053546,28-03-2019,383522,-,742,,1,,,1
630,2580028,19-01-2017,1204,+,,,,,,
631,2664426,14-07-2017,708403,-,989,,1,,,1
632,2644311,23-11-2016,741761,-,Err,Err,Err,Err,Err,Err
633,1777039,15-09-2016,434901,+,Err,Err,Err,Err,Err,Err
634,2752601,03-07-2017,43428,+ -,2,2,1,,,1
635,3106105,04-01-2021,22442,+ -,2,2,1,,,
636,2562414,08-08-2016,619203,+ -,2,2,1,,,1
637,3127615,20-09-2021,145675,+,2,2,1,,,1
638,3129592,03-08-2021,132442,-,,,1,,,1
639,2603663,26-06-2020,140602,+ -,,,972,,,2
640,3011908,18-12-2018,31438,+ -,2,2,1,4,5,1
641,2295577,20-12-2016,383522,+ -,Err,Err,Err,Err,Err,Err
642,3049998,30-01-2020,152895,+,434,2,1,Err,Err,Err
643,em-wo-1296857,29-05-2017,,+,Err,Err,Err,Err,Err,Err
644,2505033,20-12-2016,227878,+,,,1,,,1
645,3078007,01-03-2022,327033,+ -,,,1,,,1
646,3106373,30-04-2021,653066,+,,,1,,,1
647,3044461,08-02-2019,498572,+,2,2,1,Err,Err,Err
648,3063289,07-03-2020,757272,+,2,2,1,,,
649,3079829,13-03-2020,36979,+,8,,1,,,1
650,2191594,27-11-2014,4348,+,Err,Err,Err,Err,Err,Err
651,3062960,20-11-2019,4488,+,Err,Err,Err,Err,Err,Err
652,3056858,30-07-2019,175332,-,2,,1,,,
653,2419995,11-04-2017,333893,+,,,761,Err,1,
654,2684598,30-05-2017,610287,+ -,4,4,1,,,1
655,2632654,08-05-2018,490222,+,1,2,,,,1
656,2850561,05-12-2017,302401,-,Err,Err,Err,Err,Err,Err
657,3063129,05-03-2020,693369,-,Err,Err,Err,Err,Err,Err
658,2922378,14-06-2018,168421,+ -,,,1,,,
659,3067223,27-11-2019,713825,+,,,442,Err,,
660,3060199,22-01-2020,941715,-,,,1,Err,,2
661,3069203,28-07-2020,162936,-,5,5,1,Err,,1
662,2927955,11-07-2018,819838,-,764,,,,,1
663,2920190,15-11-2018,695227,+,,,4,,,1
664,3090913,12-08-2020,178018,+,Err,Err,Err,Err,Err,Err
665,2156183,15-08-2016,450978,-,Err,Err,Err,Err,Err,Err
666,3063442,21-10-2019,949231,-,266,,1,,,1
667,2975020,20-05-2019,231361,-,2,2,1,,,1
668,3023911,26-11-2018,106960,-,3,3,1,,,1
669,2397134,29-11-2017,430156,+ -,Err,Err,Err,Err,Err,Err
670,2750225,17-05-2018,15684,+,,,1,,,1
671,3047681,15-01-2019,370682,+,2,2,1,,,1
672,2141896,05-07-2016,220869,+,2,2,1,,,2
673,3065535,02-09-2020,671855,+,2,2,1,26,,1
674,2674995,16-05-2017,621199,+,3,3,1,,,1
675,3011429,31-01-2019,14112,-,2,2,1,,,1
676,2787003,07-02-2018,360003,+,Err,Err,Err,Err,Err,Err
677,2888843,30-10-2018,563694,+,3,,1,,,2
678,2894296,25-02-2020,583534,+ -,,,272,,,
679,3144335,30-03-2022,383504,-,Err,Err,Err,Err,Err,Err
680,3113153,18-03-2021,1073206,+,,,1,Err,,
681,2672643,05-01-2021,341295,-,2,2,1,,,1
682,2706854,06-06-2017,101305,+ -,1,5,4,,,
683,2890013,28-06-2018,695493,+,,,7,,,2
684,3059921,06-08-2019,630111,+,Err,Err,Err,Err,Err,Err
685,3080873,28-05-2020,145675,+,3,3,1,,,
686,2998501,28-01-2019,621321,+,,2,3,,,2
687,3106793,14-01-2021,485260,+ -,2,2,1,,,
688,3105697,03-11-2020,97702,+,2,,1,2,,
689,2662461,25-04-2017,146533,-,Err,Err,Err,Err,Err,Err
690,2407818,28-04-2017,688819,+,,,1,,,1
691,2798125,19-02-2018,759477,-,292,,1,,,1
692,3062822,02-03-2020,120130,+ -,Err,Err,Err,Err,Err,Err
693,3091729,18-08-2020,699286,+ -,2,2,1,,,1
694,3083025,02-04-2020,242459,-,Err,Err,Err,Err,Err,Err
695,2578014,07-11-2016,191680,-,,,1,,,1
696,2952920,03-07-2019,824134,+,,,1,Err,,
697,3069564,07-04-2020,9528,-,6,,1,Err,,1
698,2971714,29-10-2018,870101,+,,,1,Err,,
699,2771387,24-08-2017,681160,+ -,,,1,Err,,
700,2974247,18-12-2018,226010,+ -,,,,,,
701,3058481,14-08-2019,166274,+ -,2,2,1,,,1
702,3085986,31-08-2020,391252,+,2,2,1,,,
703,2311341,03-10-2016,60249,+,2,2,1,,,1
704,3052605,25-04-2019,927366,+,,,1,Err,,1
705,3093299,20-07-2020,698524,+ -,2,2,1,,,1
706,2800426,23-02-2018,774802,+,Err,Err,Err,Err,Err,Err
707,3063737,16-09-2019,950104,+,,1,,Err,1,
708,3105117,03-12-2020,574945,-,2,2,1,,,1
709,3058457,13-09-2021,22442,-,763,,1,,,1
710,3102775,26-05-2021,765152,+ -,2,2,1,,,1
711,2528605,11-08-2016,117374,+,,,1,,,1
712,2808916,16-07-2019,575845,+,967,,1,,,
713,3072609,31-03-2020,953469,+,1,2,1,1,35,1
714,2681032,05-10-2017,,+,Err,Err,Err,Err,Err,Err
715,2766809,16-06-2017,119213,+ -,2,2,1,,,1
716,2723487,14-12-2017,672921,+,Err,Err,Err,Err,Err,Err
717,3084068,10-09-2020,1006681,+ -,,,1,Err,,1
718,2145327,24-05-2017,396873,-,Err,Err,Err,Err,Err,Err
719,3085030,25-06-2020,688819,+,1,6,4,,,
720,3122598,16-03-2021,932239,+ -,2,2,1,,,
721,2910118,06-09-2018,419887,+ -,2,2,1,,,1
722,2731134,12-09-2017,302401,+ -,2,2,1,,,1
723,2686338,31-05-2017,55019,+,,2,1,,,
724,3146807,11-05-2022,119844,+ -,2,2,1,,,
725,2417247,31-03-2017,167917,+ -,Err,Err,Err,Err,Err,Err
726,3062288,02-07-2021,139928,+,,,,Err,,
727,3089622,20-10-2020,252423,+,2,2,1,,,1
728,3091551,17-08-2020,446904,+,2,,1,,,
729,2949827,27-09-2018,645110,+ -,,,1,,,
730,2661240,25-07-2017,44757,+,2,2,1,Err,Err,Err
731,3143214,25-05-2022,228622,+,2,2,1,,,1
732,2789579,19-12-2017,237074,+,Err,Err,Err,Err,Err,Err
733,3080934,05-10-2020,459184,+,5,5,1,,,
734,3118597,25-06-2021,651456,+,2,2,1,5,,
735,3109661,14-03-2022,27976,+ -,Err,Err,Err,Err,Err,Err
736,2631920,21-03-2017,167825,+,,,1,,,1
737,2928094,30-08-2018,171173,+,4,,1,,,1
738,2675547,13-07-2018,750495,+,,,1,Err,,1
739,2522624,20-04-2016,196097,+,,,,Err,1,
740,2741547,29-01-2018,258284,+ -,Err,Err,Err,Err,Err,Err
741,2464017,28-06-2016,,+,Err,Err,Err,Err,Err,Err
742,3089687,04-03-2022,522649,+,2,2,1,,,1
743,2869579,31-05-2018,403301,+,2,2,1,,,1
744,3074070,13-05-2021,814529,-,Err,Err,Err,Err,Err,Err
745,3066148,24-09-2019,325254,+ -,,,,,,
746,3070668,15-10-2019,1239581,+,2,2,1,1,1,
747,3078406,23-01-2020,190282,+,2,2,1,,,1
748,2998279,26-02-2019,746945,+ -,2,2,1,,,
749,2860040,30-05-2018,98443,+ -,2,2,1,,,1
750,2742966,16-06-2017,406549,-,2,2,1,33,33,1
751,3064006,24-09-2019,764385,+,,2,1,,,
752,2580986,21-04-2017,5572,+,2,2,1,,,1
753,2702440,22-09-2017,196097,+ -,Err,Err,Err,Err,Err,Err
754,3067639,12-12-2019,207051,-,Err,Err,Err,Err,Err,Err
755,2420720,24-10-2018,22085,+ -,,,1,,30,1
756,2779380,31-10-2017,782703,+,Err,Err,Err,Err,Err,Err
757,2858838,29-03-2018,6002,-,Err,Err,Err,Err,Err,Err
758,2470915,09-06-2016,49831,+,Err,Err,Err,Err,Err,Err
759,3101760,16-12-2020,810558,+,,2,1,Err,,
760,3064103,20-08-2019,202976,+ -,3,3,1,,,1
761,2072570,30-05-2016,346009,+,2,,1,,,
762,3093886,14-07-2020,583826,-,Err,Err,Err,Err,Err,Err
763,3140644,29-03-2022,455929,+,2,2,1,,,
764,2852567,30-11-2018,603270,+,138,,1,,,
765,2556689,10-06-2018,193532,+,2,2,1,,,1
766,2331885,06-04-2018,618734,+,Err,Err,Err,Err,Err,Err
767,3035931,03-12-2018,106760,+,2,2,1,,,
768,3049281,06-10-2021,46,+ -,22,,1,Err,,1
769,3066161,10-10-2019,553192,+ -,2,2,1,,,
770,3118878,08-02-2022,11860,+,377,,6,,8,7
771,3145318,06-04-2022,1144732,+ -,2,2,1,,,
772,2738774,13-12-2017,613581,+,2,2,1,,,1
773,3052609,19-07-2019,573140,+ -,2,2,1,,,1
774,3092553,01-07-2020,439895,+,2,2,1,,,1
775,2533639,22-04-2016,52443,+,Err,Err,Err,Err,Err,Err
776,2699273,15-06-2017,489652,+,2,2,1,,,
777,2926106,29-08-2018,529454,-,2,2,1,,,1
778,2835455,29-06-2018,12235,-,2,2,1,,,1
779,2825969,13-06-2018,509566,+ -,2,2,1,,,1
780,2849118,23-03-2018,567980,+,Err,Err,Err,Err,Err,Err
781,2856055,12-06-2018,336114,+,2,2,1,,,1
782,2026097,16-04-2014,498393,-,,,1,,,1
783,3028894,12-04-2019,501216,+ -,Err,Err,Err,Err,Err,Err
784,2883091,03-12-2018,281649,-,3,3,13,,,1
785,3048566,28-05-2019,814529,+,2,2,1,,,
786,2627175,20-02-2017,228201,+,2,3,1,,,1
787,3065846,28-01-2020,349237,+,2,2,1,,,
788,em-wo-1196240,19-03-2018,,+,Err,Err,Err,Err,Err,Err
789,2738337,07-09-2017,535498,+ -,,,1,,,
790,2320698,06-10-2016,62544,-,30,,,,,1
791,3111148,08-12-2021,1065885,+,,,1,Err,,1
792,3110637,18-05-2021,1160033,+,2,2,1,,,
793,3109889,08-02-2021,492164,+ -,,,1,Err,,
794,3048845,23-05-2019,259210,+,,,1,,,1
795,2399809,09-06-2016,651457,+,,,,Err,,1
796,2049644,21-10-2016,223963,+,1,1,,,,1
797,3135085,28-10-2021,10117,+,2,2,1,,,1
798,3101752,13-08-2020,1032313,+,140,,1,,,1
799,2886318,23-04-2018,399719,-,Err,Err,Err,Err,Err,Err
800,3007088,08-05-2019,136377,+ -,2,2,1,11,,1
801,3051624,14-03-2019,924096,+,,,1,Err,,1
802,3090264,31-08-2020,145675,+ -,2,2,1,,,
803,2960980,31-10-2018,677389,+ -,1,1,,,,2
804,2447616,15-12-2018,807764,+ -,,2,1,,,1
805,3035329,18-12-2018,304530,-,,2,1,,,1
806,3064365,11-06-2021,644653,+,1,1,,,,1
807,3126447,28-09-2021,234478,-,,,1,,,
808,2882283,29-05-2018,450978,+,39,2,1,,,
809,3004853,23-09-2019,698566,-,,,1,Err,,
810,2711524,12-04-2017,515368,-,2,2,1,,,1
811,3079254,23-07-2020,21422,-,2,2,1,,,1
812,2532953,25-11-2016,452144,+ -,Err,Err,Err,Err,Err,Err
813,2509902,30-11-2017,196097,-,Err,Err,Err,Err,Err,Err
814,2876996,20-03-2018,168421,+ -,Err,Err,Err,Err,Err,Err
815,3094683,17-05-2021,1049367,+,Err,Err,Err,Err,Err,Err
816,2692021,31-05-2017,9424,-,Err,Err,Err,Err,Err,Err
817,2646506,05-07-2017,407111,-,Err,Err,Err,Err,Err,Err
818,3082124,27-03-2020,699995,-,2,2,1,,,1
819,2439761,07-07-2016,17599,-,2,2,1,,,1
820,3085521,13-08-2021,345557,+,2,2,1,,,1
821,3125141,04-08-2021,1043981,-,954,,1,,,1
822,3099559,16-05-2022,457946,+ -,1,1,,,,1
823,3079878,16-02-2021,203771,-,Err,Err,Err,Err,Err,Err
824,3088011,02-04-2020,52332,+,,,1,,,1
825,2634072,10-05-2017,305888,-,3,3,1,,,
826,2628611,04-11-2016,231216,+,Err,Err,Err,Err,Err,Err
827,2881731,16-03-2018,742661,+,Err,Err,Err,Err,Err,Err
828,3097101,14-09-2020,178018,+,Err,Err,Err,Err,Err,Err
829,2592494,22-06-2017,814529,-,373,,1,,,1
830,2602392,16-12-2016,23601,+ -,Err,Err,Err,Err,Err,Err
831,3048369,19-03-2019,442728,+,2,2,1,,,
832,2589235,08-10-2020,214584,+,2,2,1,41,41,1
833,1716235,05-02-2020,9921,-,2,2,1,,,1
834,2533357,27-05-2016,642226,+,2,2,1,,,1
835,2589755,20-10-2016,696594,+,2,,1,3,,
836,2897901,28-02-2020,133688,+,19,2,1,,,1
837,2797812,27-11-2017,792798,+ -,Err,Err,Err,Err,Err,Err
838,3048099,26-02-2019,575529,+,2,2,3,,,
839,2584079,30-07-2018,718213,+,,,1,Err,,1
840,2566019,21-12-2016,38368,+,,,1,,,1
841,3009910,07-01-2019,605663,+,7,,5,,,
842,2600602,07-12-2016,814529,+ -,2,2,1,,,1
843,2896796,07-06-2018,447904,+ -,2,2,1,,,1
844,1843708,15-12-2017,460530,+,Err,Err,Err,Err,Err,Err
845,3140141,16-03-2022,1168592,+,,,1,Err,,1
846,3108968,10-09-2021,814529,+,1,1,,,,1
847,3060177,31-01-2020,876424,+ -,2,2,1,,,1
848,2953407,26-05-2021,842898,+,,,1,,,1
849,2594656,22-03-2017,544905,+,Err,Err,Err,Err,Err,Err
850,2794272,24-01-2018,713835,+,Err,Err,Err,Err,Err,Err
851,2960998,23-08-2018,285738,+ -,228,,1,,,
852,3132358,30-09-2021,846532,+,,,1,,,1
853,2664095,24-01-2017,,+ -,Err,Err,Err,Err,Err,Err
854,3068383,16-04-2020,576022,+,Err,Err,Err,Err,Err,Err
855,2935586,20-09-2018,190156,+,2,2,1,50,50,
856,2303884,04-07-2016,614076,-,,,1,Err,,1
857,3131865,15-09-2021,1128211,+,,,1,Err,,
858,3105348,03-12-2020,887092,-,Err,Err,Err,Err,Err,Err
859,3115669,20-05-2021,77347,+,2,2,1,,,2
860,2366493,10-05-2016,640570,+,,,2,Err,,1
861,2524422,04-10-2016,363952,+,4,4,1,,,1
862,2608415,28-06-2017,242843,+,2,2,1,,,1
863,3086017,02-12-2020,1011492,+ -,,,1,Err,,1
864,3135144,16-12-2021,231121,+ -,2,2,1,,,1
865,2610734,19-12-2016,357509,+,Err,Err,Err,Err,Err,Err
866,2917725,14-06-2018,168421,+,,,1,,,
867,2519398,30-01-2017,87773,-,2,2,1,45,,1
868,1978405,22-09-2017,143880,+,2,2,1,,,1
869,2701632,14-07-2017,459967,+,Err,Err,Err,Err,Err,Err
870,3081011,26-03-2020,775885,+,2,2,1,,,
871,2445685,29-04-2016,468879,-,998,,1,,,1
872,3051343,01-04-2019,131891,+,Err,Err,Err,Err,Err,Err
873,2781139,14-03-2018,282116,+,Err,Err,Err,Err,Err,Err
874,2551763,13-06-2016,480559,+,,,3,43,,2
875,2749763,08-09-2017,490222,+ -,2,2,1,,,1
876,3064639,30-01-2020,1204,-,,,1,,,1
877,2215799,08-06-2017,302293,+,2,2,1,,,1
878,3132106,21-09-2021,438106,+,2,2,1,,,1
879,2771189,27-09-2017,661534,+,2,2,1,,,1
880,3040659,11-07-2019,608475,+,4,,1,,,1
881,3027789,29-03-2019,883877,-,,,1,Err,,1
882,2336934,02-02-2017,298276,+,Err,Err,Err,Err,Err,Err
883,2654831,11-08-2017,742602,+,,,1,Err,,1
884,2666462,27-01-2017,43401,+,,,32,,,1
885,2537556,23-06-2016,714789,-,2,2,1,,,1
886,3111912,09-11-2021,382127,+ -,2,2,1,,,
887,3069510,17-01-2020,175533,+,2,,1,,,
888,2424029,23-05-2016,98959,+,Err,Err,Err,Err,Err,Err
889,3075445,17-03-2020,54358,+,Err,Err,Err,Err,Err,Err
890,3082568,06-08-2020,134798,-,2,2,1,,,1
891,3049941,21-10-2019,822373,+,2,2,1,2,,1
892,3139353,17-01-2022,663111,+ -,1,1,2,,,
893,3076505,18-12-2020,562261,+ -,3,1,,,,1
894,3094849,07-05-2021,413841,+,2,2,1,,,
895,2938994,19-12-2018,674194,+ -,Err,Err,Err,Err,Err,Err
896,2151127,14-09-2016,49923,-,Err,Err,Err,Err,Err,Err
897,2601261,29-03-2018,639075,-,Err,Err,Err,Err,Err,Err
898,3126550,01-03-2022,976069,+ -,7,7,12,,,1
899,3075735,30-03-2020,555084,+,Err,Err,Err,Err,Err,Err
900,3132228,09-12-2021,1129421,+ -,,,1,Err,,1
901,3000570,19-03-2021,739477,-,,,1,Err,,
902,2875709,27-03-2020,997093,+,,1,,Err,,1
903,3078928,04-05-2020,490495,+,901,,1,,,
904,3031799,01-02-2019,13530,-,2,,1,,,1
905,2766049,22-09-2017,781955,-,Err,Err,Err,Err,Err,Err
906,3045088,21-01-2019,775308,-,,,1,,,1
907,2842550,30-07-2018,809974,+,,,1,Err,,1
908,3145233,19-04-2022,1144732,+ -,2,2,1,1,,
909,2557992,06-10-2016,480393,-,1,1,,,,1
910,2882028,30-05-2018,67196,+ -,,,1,,,1
911,2829342,30-11-2017,275444,+,Err,Err,Err,Err,Err,Err
912,3070139,22-06-2020,145675,-,Err,Err,Err,Err,Err,Err
913,3050338,14-04-2020,920399,-,,,1,Err,,1
914,2599606,25-04-2017,7289,-,2,2,,,,1
915,3061364,21-02-2020,929913,+,,,2,Err,,1
916,2341140,19-02-2020,315102,+,,,3,,,
917,3114272,18-02-2021,1057710,+,2,2,1,6,6,1
918,3132633,10-01-2022,623527,+,2,2,1,,,
919,3115008,28-07-2021,981439,+,2,2,1,,,
920,2511908,27-06-2017,646761,+,2,2,1,,,
921,2816752,15-01-2018,288237,+ -,Err,Err,Err,Err,Err,Err
